variable_name,variable_label,measure,original_type,value_labels_json,missing_ranges_json,missing_user_values_json
g01_3,Tax/spend: Labour Party,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Government should cut taxes a lot and spend much less on health and social services"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Government should increase taxes a lot and spend much more on health and social services""}",[],[]
g01_4,Tax/spend: Liberal Democrats,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Government should cut taxes a lot and spend much less on health and social services"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Government should increase taxes a lot and spend much more on health and social services""}",[],[]
g01_5,Tax/spend: UKIP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Government should cut taxes a lot and spend much less on health and social services"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Government should increase taxes a lot and spend much more on health and social services""}",[],[]
g01_6,Tax/spend: Green Party,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Government should cut taxes a lot and spend much less on health and social services"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Government should increase taxes a lot and spend much more on health and social services""}",[],[]
g01_7,Tax/spend: SNP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Government should cut taxes a lot and spend much less on health and social services"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Government should increase taxes a lot and spend much more on health and social services""}",[],[]
g01_8,Tax/spend: Plaid Cymru,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Government should cut taxes a lot and spend much less on health and social services"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Government should increase taxes a lot and spend much more on health and social services""}",[],[]
h01,H1 Thinking now about the environment - what in your opinion should have priorit,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Economic growth should have priority"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Protecting the environment should have priority""}",[],[]
i01_1,Like leader: Miliband,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Haven't heard of"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly like""}",[],[]
i01_2,Like leader: Cameron,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Haven't heard of"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly like""}",[],[]
i01_3,Like leader: Clegg,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Haven't heard of"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly like""}",[],[]
i01_4,Like leader: Bennett,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Haven't heard of"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly like""}",[],[]
i01_5,Like leader: Farage,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Haven't heard of"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly like""}",[],[]
i01_6,Like leader: Sturgeon,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Haven't heard of"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly like""}",[],[]
i01_7,Like leader: Wood,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Haven't heard of"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly like""}",[],[]
j05,Too many immigrants let into this country,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes, too many"", ""2.0"": ""No, not too many""}",[],[]
j06,Strength of opinion about immigrants,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very strongly"", ""2.0"": ""Fairly strongly"", ""3.0"": ""Not very strongly""}",[],[]
j01,J1 Do you think immigration is good or bad for Britain's economy?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""1 Bad for economy"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7 Good for economy""}",[],[]
j08,Better/worse: NHS,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Got a lot worse"", ""2.0"": ""Got a little worse"", ""3.0"": ""Stayed the same"", ""4.0"": ""Got a little better"", ""5.0"": ""Got a lot better""}",[],[]
j10,Importance of putting money into NHS,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very important that it should be done"", ""2.0"": ""Fairly important that it should be done"", ""3.0"": ""It doesn't matter either way"", ""4.0"": ""Fairly important that it should not be done"", ""5.0"": ""Very important that it should not be done""}",[],[]
j11,Higher/lower: cost of living,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Got a lot worse"", ""2.0"": ""Got a little worse"", ""3.0"": ""Stayed the same"", ""4.0"": ""Got a little better"", ""5.0"": ""Got a lot better""}",[],[]
j12,Better/worse: education quality,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Got a lot worse"", ""2.0"": ""Got a little worse"", ""3.0"": ""Stayed the same"", ""4.0"": ""Got a little better"", ""5.0"": ""Got a lot better""}",[],[]
j15_01,Responsible for GB debt: Conservatives in last UK Government,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
j15_02,Responsible for GB debt: Lib Dem in last UK Government,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
j15_03,Responsible for GB debt: The previous UK Labour government,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
j15_04,Responsible for GB debt: British banks,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
j15_05,Responsible for GB debt: Global financial institutions,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
j15_06,Responsible for GB debt: Trade unions,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
j15_07,Responsible for GB debt: The European Union,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
j15_08,Responsible for GB debt: Other,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
j15_09,Responsible for GB debt: None of these,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
j15_10,Responsible for GB debt: Don't know,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
j15_11,Responsible for GB debt: Not stated,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k01,K1 How much attention do you generally pay to politics?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Pay no attention"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Pay a great deal of attention""}",[],[]
k02,K2 Do you regularly read about politics or current affairs in one or more newspa,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
k03,K3 In which newspaper do you read about politics or current affairs in most ofte,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Express"", ""2.0"": ""Financial Times"", ""3.0"": ""Glasgow Herald"", ""4.0"": ""Guardian/Observer"", ""5.0"": ""Independent/The i"", ""6.0"": ""London Evening Standard"", ""7.0"": ""Mail"", ""8.0"": ""Metro"", ""9.0"": ""Mirror/Record"", ""10.0"": ""Scotsman"", ""11.0"": ""Star"", ""12.0"": ""Sun"", ""13.0"": ""Telegraph"", ""14.0"": ""Times"", ""15.0"": ""Western Mail"", ""16.0"": ""Any other national paper"", ""17.0"": ""Any other regional paper"", ""18.0"": ""Other""}",[],[]
k04,"K4 On a typical day, how much time do you spend watching television news or prog",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""None, No time at all"", ""2.0"": ""Less than 1/2 hour"", ""3.0"": ""1/2 hour to 1 hour"", ""4.0"": ""1 to 2 hours"", ""5.0"": ""More than 2 hours""}",[],[]
k05,"K5 On an average day, how much time do you spend using the internet for news abo",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""None, No time at all"", ""2.0"": ""Less than 1/2 hour"", ""3.0"": ""1/2 hour to 1 hour"", ""4.0"": ""1 to 2 hours"", ""5.0"": ""More than 2 hours""}",[],[]
k06,K6 Do you use Twitter?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
k08,K8 Do you use Facebook?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
k11,"K11 Thinking again of the recent general election, did a canvasser from any part",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
k12_01,k12:Labour:K12 Which party or parties did the canvasser(s) who called at home du,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k12_02,k12:Conservatives:K12 Which party or parties did the canvasser(s) who called at,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k12_03,k12:Liberal Democrats:K12 Which party or parties did the canvasser(s) who called,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k12_04,k12:Scottish National Party (SNP):K12 Which party or parties did the canvasser(s,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k12_05,k12:Plaid Cymru:K12 Which party or parties did the canvasser(s) who called at ho,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k12_06,k12:Green Party:K12 Which party or parties did the canvasser(s) who called at ho,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k12_07,k12:United Kingdom Independence Party (UKIP):K12 Which party or parties did the,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k12_08,k12:British National Party (BNP):K12 Which party or parties did the canvasser(s),unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k12_09,k12:Other:K12 Which party or parties did the canvasser(s) who called at home dur,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
K12_other,K12: canvasser other party,unknown,A41,{},[],[]
k12_10,k12:Don't know:K12 Which party or parties did the canvasser(s) who called at hom,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k12_11,k12:Not stated:K12 Which party or parties did the canvasser(s) who called at hom,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k13,K13 Did any of the political parties contact you during the recent election camp,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
k14_1_01,k14_1:Telephone call:K14_1 In what other way and by which party you were contact,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_1_02,k14_1:Leaflets/ other material to home:K14_1 In what other way and by which part,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_1_03,k14_1:Email or text message:K14_1 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_1_04,k14_1:Contact in the street:K14_1 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_1_05,"k14_1:Twitter, Facebook or other social media:K14_1 In what other way and by whi",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_1_06,k14_1:Not stated:K14_1 In what other way and by which party you were contacted?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_2_01,k14_2:Telephone call:K14_2 In what other way and by which party you were contact,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_2_02,k14_2:Leaflets/ other material to home:K14_2 In what other way and by which part,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_2_03,k14_2:Email or text message:K14_2 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_2_04,k14_2:Contact in the street:K14_2 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_2_05,"k14_2:Twitter, Facebook or other social media:K14_2 In what other way and by whi",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_2_06,k14_2:Not stated:K14_2 In what other way and by which party you were contacted?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_3_01,k14_3:Telephone call:K14_3 In what other way and by which party you were contact,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_3_02,k14_3:Leaflets/ other material to home:K14_3 In what other way and by which part,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_3_03,k14_3:Email or text message:K14_3 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_3_04,k14_3:Contact in the street:K14_3 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_3_05,"k14_3:Twitter, Facebook or other social media:K14_3 In what other way and by whi",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_3_06,k14_3:Not stated:K14_3 In what other way and by which party you were contacted?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_4_01,k14_4:Telephone call:K14_4 In what other way and by which party you were contact,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_4_02,k14_4:Leaflets/ other material to home:K14_4 In what other way and by which part,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_4_03,k14_4:Email or text message:K14_4 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_4_04,k14_4:Contact in the street:K14_4 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_4_05,"k14_4:Twitter, Facebook or other social media:K14_4 In what other way and by whi",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_4_06,k14_4:Not stated:K14_4 In what other way and by which party you were contacted?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_5_01,k14_5:Telephone call:K14_5 In what other way and by which party you were contact,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_5_02,k14_5:Leaflets/ other material to home:K14_5 In what other way and by which part,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_5_03,k14_5:Email or text message:K14_5 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_5_04,k14_5:Contact in the street:K14_5 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_5_05,"k14_5:Twitter, Facebook or other social media:K14_5 In what other way and by whi",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_5_06,k14_5:Not stated:K14_5 In what other way and by which party you were contacted?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_6_01,k14_6:Telephone call:K14_6 In what other way and by which party you were contact,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_6_02,k14_6:Leaflets/ other material to home:K14_6 In what other way and by which part,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_6_03,k14_6:Email or text message:K14_6 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_6_04,k14_6:Contact in the street:K14_6 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_6_05,"k14_6:Twitter, Facebook or other social media:K14_6 In what other way and by whi",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_6_06,k14_6:Not stated:K14_6 In what other way and by which party you were contacted?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_7_01,k14_7:Telephone call:K14_7 In what other way and by which party you were contact,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_7_02,k14_7:Leaflets/ other material to home:K14_7 In what other way and by which part,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_7_03,k14_7:Email or text message:K14_7 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_7_04,k14_7:Contact in the street:K14_7 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_7_05,"k14_7:Twitter, Facebook or other social media:K14_7 In what other way and by whi",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_7_06,k14_7:Not stated:K14_7 In what other way and by which party you were contacted?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_8_01,k14_8:Telephone call:K14_8 In what other way and by which party you were contact,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_8_02,k14_8:Leaflets/ other material to home:K14_8 In what other way and by which part,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_8_03,k14_8:Email or text message:K14_8 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_8_04,k14_8:Contact in the street:K14_8 In what other way and by which party you were,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_8_05,"k14_8:Twitter, Facebook or other social media:K14_8 In what other way and by whi",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
k14_8_06,k14_8:Not stated:K14_8 In what other way and by which party you were contacted?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
l01,L1 Now a few questions about economic conditions. How does the financial situati,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""A lot worse"", ""2.0"": ""A little worse"", ""3.0"": ""The same"", ""4.0"": ""A little better"", ""5.0"": ""A lot better""}",[],[]
l02,L2 How do you think the financial situation of your household will change over t,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""A lot worse"", ""2.0"": ""A little worse"", ""3.0"": ""The same"", ""4.0"": ""A little better"", ""5.0"": ""A lot better""}",[],[]
l03,L3 How do you think the general economic situation in this country will develop,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""A lot worse"", ""2.0"": ""A little worse"", ""3.0"": ""The same"", ""4.0"": ""A little better"", ""5.0"": ""A lot better""}",[],[]
l04,L4 How do you think the general economic situation in this country has changed o,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""A lot worse"", ""2.0"": ""A little worse"", ""3.0"": ""The same"", ""4.0"": ""A little better"", ""5.0"": ""A lot better""}",[],[]
l05_01,"l05:Conservatives in last UK Government:L5 And, who do you think that is the res",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
l05_02,"l05:Liberal Democrats in last UK government:L5 And, who do you think that is the",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
l05_03,"l05:The last Labour UK government:L5 And, who do you think that is the result of",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
l05_04,"l05:The Scottish government:L5 And, who do you think that is the result of?",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
l05_05,"l05:The Welsh government:L5 And, who do you think that is the result of?",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
l05_06,"l05:None of these:L5 And, who do you think that is the result of?",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
l05_07,"l05:Don't know:L5 And, who do you think that is the result of?",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
l05_08,"l05:Not stated:L5 And, who do you think that is the result of?",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
l07,L7 How necessary do you think it is for the UK Government to eliminate the defic,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""It is completely necessary"", ""2.0"": ""It is important but not  absolutely  necessary"", ""3.0"": ""It is not necessary but it would be desirable"", ""4.0"": ""It is completely unnecessary""}",[],[]
l09,Redistribution: self,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Make much greater efforts to make people's incomes more equal"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Be much less concerned about how equal people's incomes are""}",[],[]
m01,"M1 On the whole, are you satisfied or dissatisfied with the way that democracy w",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very satisfied"", ""2.0"": ""Fairly satisfied"", ""3.0"": ""A little dissatisfied"", ""4.0"": ""Very dissatisfied""}",[],[]
n01,N1: party of MP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""No party"", ""2.0"": ""Labour"", ""3.0"": ""Conservatives"", ""4.0"": ""Liberal Democrats"", ""5.0"": ""Scottish National Party (SNP)"", ""6.0"": ""Plaid Cymru"", ""7.0"": ""Green Party"", ""8.0"": ""United Kingdom Independence Party (UKIP)"", ""9.0"": ""British National Party (BNP)"", ""10.0"": ""Other""}",[],[]
n01_other,N1: party of MP (other),unknown,A24,{},[],[]
n02,"N2 Would you say that he/she is upper class, middle class, or working class?",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Upper class"", ""2.0"": ""Middle class"", ""3.0"": ""Working class""}",[],[]
n04a,"N4a Are you happy to answer the questions yourself, on the laptop?",unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes - Read on screen and enter answers by themselves"", ""2.0"": ""No - Prefer interviewer to read questions from screen""}",[],[]
n03,N3 How much do you trust British politicians generally?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 No trust"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 A great deal of trust""}",[],[]
p01,"P1 Overall, do you approve or disapprove of Britain's membership in the European",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly approve"", ""2.0"": ""Approve"", ""3.0"": ""Neither approve nor disapprove"", ""4.0"": ""Disapprove"", ""5.0"": ""Strongly disapprove""}",[],[]
p02,"P2 If there was a referendum on Britain's membership of the European Union, how",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Leave the EU"", ""2.0"": ""Stay in the EU"", ""3.0"": ""I would not vote""}",[],[]
